LAMMPS DATA SUPPLEMENT

2925 atoms

26 atom types


-24.7314 24.7314 xlo xhi
-24.8449 24.8449 ylo yhi
-100.0 100.0 zlo zhi

Masses

1 1
2 1
3 1
4 1
5 1
6 1
7 1
8 1
9 1
10 1
11 1
12 1
13 1
14 1
15 1
16 1
17 1
18 1
19 1
20 1
21 1
22 1
23 1
24 1
25 1
26 1


Atoms

1 1 -20.745 8.71864 -0.0204975 1 1 0 0.0439223 -0.0189721 0.998855
2 1 15.1965 16.4582 0.357232 1 1 0 0.155175 -0.0875181 0.984003
3 1 2.64595 3.38698 -0.33509 1 1 0 0.0442813 0.269981 0.961847
4 1 21.0578 2.55435 -0.391147 1 1 0 -0.14652 -0.0591423 0.987438
5 1 -16.2534 15.7274 0.887081 1 1 0 0.00874672 0.103738 0.994566
6 1 16.2188 8.54806 -0.0828462 1 1 0 0.208448 -0.190648 0.959272
7 1 -12.199 6.62008 0.796448 1 1 0 0.130425 -0.0106589 0.991401
8 1 21.6607 -23.8991 -0.526544 1 1 0 0.0827712 0.135243 0.987349
9 1 -12.6263 -16.5967 0.0891723 1 1 0 0.136896 -0.238234 0.961511
10 1 -11.1888 -14.1354 0.261701 1 1 0 0.019985 0.241374 0.970226
11 1 -22.7114 -9.71506 -0.861496 1 1 0 -0.0224472 -0.10108 0.994625
12 1 -15.3643 17.5332 0.985013 1 1 0 0.274268 -0.0440549 0.960644
13 1 -4.29059 -20.0993 -0.398883 1 1 0 -0.11832 -0.062277 0.991021
14 1 19.2221 -9.79331 -0.577937 1 1 0 -0.175451 0.185569 0.966841
15 1 -4.69285 4.45052 -0.221306 1 1 0 -0.0463637 0.104327 0.993462
16 1 -15.4401 -15.8496 0.0658504 1 1 0 -0.0908613 0.0915474 0.991647
17 1 -8.23971 6.95398 0.271206 1 1 0 0.379429 -0.0669657 0.922794
18 1 -12.8196 5.85071 0.770936 1 1 0 0.217336 -0.0403662 0.975262
19 1 -6.37421 19.6085 0.924473 1 1 0 -0.0021788 0.0327548 0.999461
20 1 13.9351 -1.2515 -1.38326 1 1 0 -0.11284 -0.082173 0.990209
21 1 16.7835 2.21065 -1.01562 1 1 0 -0.0550703 0.0301634 0.998027
22 1 15.9427 17.3583 0.282039 1 1 0 -0.00824439 0.147067 0.989092
23 1 -20.2259 -7.16296 -0.420904 1 1 0 -0.0293251 -0.149518 0.988324
24 1 11.2736 -9.18709 -0.261972 1 1 0 -0.0557005 0.304832 0.950776
25 1 -9.26962 18.9687 0.897736 1 1 0 0.0702374 -0.00743624 0.997503
26 1 -4.75433 7.57818 0.0646418 1 1 0 0.0396854 -0.0309281 0.998733
27 1 21.0615 6.43453 -0.30064 1 1 0 -0.178763 0.0291348 0.983461
28 1 -4.50435 14.2626 0.149714 1 1 0 0.0757638 -0.166781 0.983079
29 1 -15.2516 15.041 0.734275 1 1 0 -0.00281757 -0.0523047 0.998627
30 1 -21.8192 8.24025 -0.112008 1 1 0 -0.114119 0.0498061 0.992218
31 1 -7.30983 1.73138 0.170473 1 1 0 0.196903 0.0691994 0.977978
32 1 -23.1514 -7.28444 -0.97523 1 1 0 -0.0588891 -0.0795178 0.995092
33 1 5.0663 3.5217 -0.616459 1 1 0 0.118986 -0.17395 0.97754
34 1 -2.08581 5.89589 -0.507594 1 1 0 0.0383201 -0.081747 0.995916
35 1 -20.5726 -24.7699 0.635041 1 1 0 -0.215177 0.0441014 0.975579
36 1 -14.257 11.7343 0.590154 1 1 0 -0.0360724 -0.0056415 0.999333
